metric_id	metric	pillar	capacity	indicator	score	attribute
JEE3.P8.1.1	JEE (3.0)	Prevent	P.8 Immunization	P8.1. Vaccine’s coverage (measles) as part of national programme	1	"Less than 50% of the country's 12-month-old population has received at least one dose of MCV, as demonstrated by coverage surveys or administrative data. Plan is in place to improve coverage, including supplemental immunization activities"
JEE3.P8.1.2	JEE (3.0)	Prevent	P.8 Immunization	P8.1. Vaccine’s coverage (measles) as part of national programme	2	"50-69% of the country's 12-month-old population has received at least one dose of MCV, as demonstrated by coverage surveys or administrative data. Plan is in place to achieve 90% coverage within the next five years and include supplemental immunization activities"
JEE3.P8.1.3	JEE (3.0)	Prevent	P.8 Immunization	P8.1. Vaccine’s coverage (measles) as part of national programme	3	"70-89% of the country's 12-month-old population has received at least one dose of MCV, as demonstrated by coverage surveys or administrative data. Plan is in place to achieve 95% coverage within the next three years"
JEE3.P8.1.4	JEE (3.0)	Prevent	P.8 Immunization	P8.1. Vaccine’s coverage (measles) as part of national programme	4	"90% of the country's 12-month-old population has received at least one dose of MCV, and the trajectory of progress, plans and capacities are in place to achieve 95% coverage by 2030. More than 90% of all intermediate (districts/ provinces or states) units are covered"
JEE3.P8.1.5	JEE (3.0)	Prevent	P.8 Immunization	P8.1. Vaccine’s coverage (measles) as part of national programme	5	"95% of the country's 12-month-old population has received at least one dose of MCV, as demonstrated by coverage surveys or administrative data; or 90% of the country’s 12-month-old population has received at least one dose of MCV and the trajectory of progress, plans and capacities are in place to achieve 95% coverage by 2030"
JEE3.P8.2.1	JEE (3.0)	Prevent	P.8 Immunization	P8.2. National vaccine access and delivery	1	"No plan is in place for nationwide vaccine delivery, nor have plans been drafted to provide vaccines throughout the country to target populations. Inadequate vaccine procurement and forecasting lead to regular stock-outs at the central and district levels"
JEE3.P8.2.2	JEE (3.0)	Prevent	P.8 Immunization	P8.2. National vaccine access and delivery	2	"Implementation has begun to maintain a cold chain for vaccine delivery but is available in fewer than 40% of districts in the country, or vaccine delivery (maintaining cold chain) is available to less than 40% of the target population in the country. Inadequate vaccine procurement and forecasting lead to regular stock-outs at the central and district levels"
JEE3.P8.2.3	JEE (3.0)	Prevent	P.8 Immunization	P8.2. National vaccine access and delivery	3	"Implementation has begun to maintain a cold chain for vaccine delivery but is available in fewer than 40% of districts in the country, or vaccine delivery (maintaining cold chain) is available to less than 40% of the target population in the country. Inadequate vaccine procurement and forecasting lead to occasional stock-outs at central and district levels. Vaccine procurement and forecasting lead to no stock-outs of vaccines at central level and occasional stock-outs at district level"
JEE3.P8.2.4	JEE (3.0)	Prevent	P.8 Immunization	P8.2. National vaccine access and delivery	4	"Vaccine delivery (maintaining cold chain) is available in 60-79% of districts within the country or vaccine delivery (maintaining cold chain) is available in 60-79% of the target population in the country. Functional vaccine procurement and forecasting take into account global stocks, lead to no stock-outs at the central level and rare stock-outs at the district level that are within their control"
JEE3.P8.2.5	JEE (3.0)	Prevent	P.8 Immunization	P8.2. National vaccine access and delivery	5	Vaccine delivery (maintaining cold chain) is available in greater than 80% of districts within the country or vaccine delivery (maintaining cold chain) is available to more than 80% of the national target population. Systems to reach marginalized populations using culturally appropriate practices are in place. Vaccine delivery has been tested through a nationwide vaccine campaign or functional exercise. Functional procurement and vaccine forecasting results in no stock-outs
JEE3.P8.3.1	JEE (3.0)	Prevent	P.8 Immunization	P8.3. Mass vaccination for epidemics of VPDs	1	"National plan for mass vaccination response to epidemics outbreaks of VPDs, including national guidelines for regulatory approval and acquisition of new and experimental vaccines, is not available or under development"
JEE3.P8.3.2	JEE (3.0)	Prevent	P.8 Immunization	P8.3. Mass vaccination for epidemics of VPDs	2	"National plan for mass vaccination response to outbreaks of VPDs, including national guidelines for regulatory approval and acquisition of new and experimental vaccines, has been developed"
JEE3.P8.3.3	JEE (3.0)	Prevent	P.8 Immunization	P8.3. Mass vaccination for epidemics of VPDs	3	"National plan for mass vaccination response to outbreaks of VPDs, including national guidelines for regulatory approval and acquisition of new and experimental vaccines, and relevant SOPS are disseminated and implemented at the national level"
JEE3.P8.3.4	JEE (3.0)	Prevent	P.8 Immunization	P8.3. Mass vaccination for epidemics of VPDs	4	"National plan for mass vaccination response to outbreaks of VPDs, including national guidelines for regulatory approval and acquisition of new and experimental vaccines, and relevant SOPS are disseminated and implemented at all levels (i.e., national , intermediate and local)"
JEE3.P8.3.5	JEE (3.0)	Prevent	P.8 Immunization	P8.3. Mass vaccination for epidemics of VPDs	5	"National plan and relevant SOPs for mass vaccination response have been applied against at least one epidemic of VPD in the country; national guidelines for regulatory approval and acquisition of new and experimental vaccines have been utilized in a real event or SimEx, and the plan and SOPs are assessed, tested and updated regularly"
JEE3.D1.1.1	JEE (3.0)	Detect	D.1 National Laboratory System	D1.1. Specimen referral and transport system	1	No system in place for transporting specimens from intermediate levels/ districts to national laboratories; only ad hoc transportation is available
JEE3.D1.1.2	JEE (3.0)	Detect	D.1 National Laboratory System	D1.1. Specimen referral and transport system	2	Referral and transport of specimens is organized for some priority diseases but may be restricted within districts or at the intermediate and national level
JEE3.D1.1.3	JEE (3.0)	Detect	D.1 National Laboratory System	D1.1. Specimen referral and transport system	3	Referral and transport of specimens is organized for diagnostics and/or confirmation of most priority diseases from intermediate to national level
JEE3.D1.1.4	JEE (3.0)	Detect	D.1 National Laboratory System	D1.1. Specimen referral and transport system	4	Referral and transport of specimens is organized systematically for diagnostics and/or confirmation of all priority diseases at all levels
JEE3.D1.1.5	JEE (3.0)	Detect	D.1 National Laboratory System	D1.1. Specimen referral and transport system	5	"Sustainable referral and transport systems, that are exercised reviewed, evaluated and updated on a regular basis, are in place for all specimen types and requests for the diagnosis, confirmation, characterization of all specimens with complete coverage at all levels"
JEE3.D1.2.1	JEE (3.0)	Detect	D.1 National Laboratory System	D1.2. Laboratory quality system	1	National laboratory quality standards are not available or under development
JEE3.D1.2.2	JEE (3.0)	Detect	D.1 National Laboratory System	D1.2. Laboratory quality system	2	National quality standards have been developed but not implemented
JEE3.D1.2.3	JEE (3.0)	Detect	D.1 National Laboratory System	D1.2. Laboratory quality system	3	National quality standards have been developed and implemented at the national level. Activities include licensing of laboratories in conformity with national quality standards
JEE3.D1.2.4	JEE (3.0)	Detect	D.1 National Laboratory System	D1.2. Laboratory quality system	4	"National quality standards have been developed and are being implemented at national and intermediate levels, Activities include mandatory licensing of laboratories in line with basic quality requirements or national laboratory standards"
JEE3.D1.2.5	JEE (3.0)	Detect	D.1 National Laboratory System	D1.2. Laboratory quality system	5	"National quality standards are implemented at all levels including mandatory licensing of all laboratories in conformity with international quality standards and exercised, reviewed, evaluated and updated on a regular basis, as applicable"
JEE3.D1.3.1	JEE (3.0)	Detect	D.1 National Laboratory System	D1.3. Laboratory testing capacity modalities	1	Laboratory system can support one or two testing modalities such as rapid diagnostic testing (antigen and antibody) and microscopy services for pathogen detection
JEE3.D1.3.2	JEE (3.0)	Detect	D.1 National Laboratory System	D1.3. Laboratory testing capacity modalities	2	"Laboratory system can support testing modalities including serological tests (i.e., antigen and antibody enzyme immunoassays) and quality assurance process is in place"
JEE3.D1.3.3	JEE (3.0)	Detect	D.1 National Laboratory System	D1.3. Laboratory testing capacity modalities	3	"Laboratory system can perform nucleic acid amplification testing, bacterial culture with antimicrobial sensitivity testing with quality assurance process in place and have access to (or has) sequencing capacity"
JEE3.D1.3.4	JEE (3.0)	Detect	D.1 National Laboratory System	D1.3. Laboratory testing capacity modalities	4	"Laboratory system can perform nucleic acid amplification testing, bacterial culture with antimicrobial sensitivity testing with quality assurance process in place and has some basic sequencing capacity and country has ability to test for all its endemic diseases and its priority diseases"
JEE3.D1.3.5	JEE (3.0)	Detect	D.1 National Laboratory System	D1.3. Laboratory testing capacity modalities	5	"Laboratory system can perform tests described in previous capacities and has access to whole genome sequencing identification of unknown and high-consequence pathogens and has access to viral culture. Laboratory networks configured to support all diagnostic services that are integrated66 are sustainable, with maximum population coverage, and exercised, reviewed, evaluated and updated on a regular basis as applicable"
JEE3.D1.4.1	JEE (3.0)	Detect	D.1 National Laboratory System	D1.4. Effective national diagnostic network	1	Tier-specific diagnostic testing strategies are not available or under development
JEE3.D1.4.2	JEE (3.0)	Detect	D.1 National Laboratory System	D1.4. Effective national diagnostic network	2	Tier-specific diagnostic testing strategies are developed
JEE3.D1.4.3	JEE (3.0)	Detect	D.1 National Laboratory System	D1.4. Effective national diagnostic network	3	"Tier-specific diagnostic testing strategies exist, but not fully implemented"
JEE3.D1.4.4	JEE (3.0)	Detect	D.1 National Laboratory System	D1.4. Effective national diagnostic network	4	Tier-specific diagnostic testing strategies are being implemented at the national level
JEE3.D1.4.5	JEE (3.0)	Detect	D.1 National Laboratory System	D1.4. Effective national diagnostic network	5	"Tier-specific diagnostic testing strategies are being implemented at national, intermediate and primary public health levels, and exercised, reviewed, evaluated and updated on a regular basis, as applicable"
JEE3.D2.1.1	JEE (3.0)	Detect	D.2 Surveillance	D2.1. Early warning surveillance function	1	"National strategy, guidelines and/or SOPs for surveillance are not available or under development"
JEE3.D2.1.2	JEE (3.0)	Detect	D.2 Surveillance	D2.1. Early warning surveillance function	2	"National strategy, guidelines and/or SOPs for surveillance have been developed but not implemented. The surveillance system is functioning but lacks systematic immediate reporting or weekly reporting of events and/or data"
JEE3.D2.1.3	JEE (3.0)	Detect	D.2 Surveillance	D2.1. Early warning surveillance function	3	"National strategy, guidelines and/or SOPs for surveillance have been developed and are being implemented at the national level. The surveillance system provides immediate and weekly reporting of events and/or data with lab results integrated"
JEE3.D2.1.4	JEE (3.0)	Detect	D.2 Surveillance	D2.1. Early warning surveillance function	4	"National strategy, guidelines and/or SOPs for surveillance have been developed and are being implemented at the national and intermediate levels. The surveillance system provides immediate and weekly reporting of events and/or data with lab results integrated and integration between IBS and EBS"
JEE3.D2.1.5	JEE (3.0)	Detect	D.2 Surveillance	D2.1. Early warning surveillance function	5	"National strategy, guidelines and/or SOPs for surveillance for all hazards linking all sectors have been developed and implemented at national, intermediate and primary public health levels; and the system is exercised (as applicable), reviewed, evaluated and updated on a regular basis, with improvement at all levels in the country, with all components linked to one national surveillance system"
JEE3.D2.2.1	JEE (3.0)	Detect	D.2 Surveillance	D2.2. Event verification and investigation	1	"Method, process or mechanisms for verifying and investigating detected events is not available or under development"
JEE3.D2.2.2	JEE (3.0)	Detect	D.2 Surveillance	D2.2. Event verification and investigation	2	"Method, process or mechanisms for verifying and investigating detected events has been developed but not implemented"
JEE3.D2.2.3	JEE (3.0)	Detect	D.2 Surveillance	D2.2. Event verification and investigation	3	"Method, process or mechanisms for verifying and investigating detected events has been developed and is being implemented at the national and intermediate level"
JEE3.D2.2.4	JEE (3.0)	Detect	D.2 Surveillance	D2.2. Event verification and investigation	4	"Method, process or mechanisms for verifying, investigating and risk assess- ing detected events has been developed and is being implemented at the national and intermediate levels, involving trained personnel from multiple sectors"
JEE3.D2.2.5	JEE (3.0)	Detect	D.2 Surveillance	D2.2. Event verification and investigation	5	"Method, process or mechanisms for verifying, investigating and risk assessing detected events is being implemented at national, intermediate and primary public health levels, involving trained personnel from multiple sectors and exercised (as applicable), reviewed, evaluated and updated on a regular basis"
JEE3.D2.3.1	JEE (3.0)	Detect	D.2 Surveillance	D2.3. Analysis and information sharing	1	"Surveillance data is received sporadically and analysed on some priority diseases, or unusual events, often with delay"
JEE3.D2.3.2	JEE (3.0)	Detect	D.2 Surveillance	D2.3. Analysis and information sharing	2	"Surveillance data is received regularly (i.e., weekly and/or monthly). An ad hoc team does some analysis of data"
JEE3.D2.3.3	JEE (3.0)	Detect	D.2 Surveillance	D2.3. Analysis and information sharing	3	"Surveillance data is received regularly and analysed on some priority diseases, or unusual events, often with delay. Data is shared across sectors"
JEE3.D2.3.4	JEE (3.0)	Detect	D.2 Surveillance	D2.3. Analysis and information sharing	4	Surveillance data is received and analysed regularly. Epidemiological bulletins are generated and disseminated across sectors and internationally on regular basis. Data is shared across sectors and internationally on a regular basis
JEE3.D2.3.5	JEE (3.0)	Detect	D.2 Surveillance	D2.3. Analysis and information sharing	5	"Surveillance data analysis is conducted, and epidemiological bulletins are generated and disseminated across sectors and internationally on regular basis. An electronic platform and a dedicated team support data management and generation of epidemiological bulletins. Data is shared across sectors and internationally on a regular basis. Capacity for advanced data analysis is ensured"
JEE3.D3.1.1	JEE (3.0)	Detect	D.3 Human Resources	D3.1. Multisectoral workforce strategy	1	"No strategy is in place to develop a multisectoral health workforce. An assessment of the requisite workforce policies, plans, programmes and investment requirements has not yet been completed"
JEE3.D3.1.2	JEE (3.0)	Detect	D.3 Human Resources	D3.1. Multisectoral workforce strategy	2	"Country has carried out an assessment of health workforce implications and requirements for implementation of health policies, strategies, plans and programmes to ensure sustained support and investment and optimal utilization of workers across public and private sectors. A strategy to develop health workforce exists but does not include all relevant sectors and cadres of public health professionals (e.g., epidemiologists, risk communications specialists, social scientists, IT specialists, legal/policy experts veterinarians/ livestock specialists, and community health workers)"
JEE3.D3.1.3	JEE (3.0)	Detect	D.3 Human Resources	D3.1. Multisectoral workforce strategy	3	"A multisectoral health workforce strategy, which includes all relevant sectors and cadres of public health professionals exists, but is not routinely monitored, updated or implemented consistently"
JEE3.D3.1.4	JEE (3.0)	Detect	D.3 Human Resources	D3.1. Multisectoral workforce strategy	4	"A multisectoral health workforce strategy, which includes all relevant sectors and cadres of public health professionals is fully implemented and is reviewed, tracked and reported on annually"
JEE3.D3.1.5	JEE (3.0)	Detect	D.3 Human Resources	D3.1. Multisectoral workforce strategy	5	"Country can measure, monitor and regularly report on the national multisectoral health workforce strategy. The strategy has an adequate and sustainable domestic budget line for appropriate workforce development and to compensate for workforce attrition"
JEE3.D3.2.1	JEE (3.0)	Detect	D.3 Human Resources	D3.2. Human resources for implementation of IHR	1	"Country does not have appropriate human resources capacity in relevant sectors required, to detect, assess, notify, report and respond to events according to IHR provisions"
JEE3.D3.2.2	JEE (3.0)	Detect	D.3 Human Resources	D3.2. Human resources for implementation of IHR	2	"Appropriate human resources are available in some relevant sectors at the national level, to detect, assess, notify, report and respond to events according to IHR provisions"
JEE3.D3.2.3	JEE (3.0)	Detect	D.3 Human Resources	D3.2. Human resources for implementation of IHR	3	"Appropriate human resources are available in all relevant sectors at national and intermediate levels, to detect, assess, notify, report and respond to events according to IHR provisions"
JEE3.D3.2.4	JEE (3.0)	Detect	D.3 Human Resources	D3.2. Human resources for implementation of IHR	4	"Human resources are available as required in all relevant sectors at the national, intermediate and primary public health levels, to detect, assess, notify, report and respond to events according to IHR provisions"
JEE3.D3.2.5	JEE (3.0)	Detect	D.3 Human Resources	D3.2. Human resources for implementation of IHR	5	"Country has documented policies or procedures for sustainable appropriate human resources in all relevant sectors to detect, assess, notify, report and respond to events according to IHR provisions, that are exercised (as applicable), reviewed, evaluated and updated on a regular basis and country may assist other countries in planning and developing human resources for IHR implementation, to the extent possible"
JEE3.D3.3.1	JEE (3.0)	Detect	D.3 Human Resources	D3.3. Workforce training	1	Ad hoc or informal trainings are available in country. No formal multisectoral competency-based training programme(s) is (are) in place
JEE3.D3.3.2	JEE (3.0)	Detect	D.3 Human Resources	D3.3. Workforce training	2	"Required workforce competencies have been mapped, aligning with the health workforce strategy. Ad hoc competency-based training programmes are in place for some professions, cadres or sectors through disease-specific or targeted initiatives"
JEE3.D3.3.3	JEE (3.0)	Detect	D.3 Human Resources	D3.3. Workforce training	3	"Regular and routine competency-based training programmes and standards including the One Health approach are available for some professions, cadres or sectors at the national level. In addition, one level of Field epidemiology training programme (FETP) (basic, intermediate, or advanced) or comparable applied epidemiology training programme is in place in the country or in another country through an existing agreement"
JEE3.D3.3.4	JEE (3.0)	Detect	D.3 Human Resources	D3.3. Workforce training	4	"Regular and routine competency-based training programmes and standards including the One Health approach are available for all professions, cadres and sectors at the national and intermediate levels. In addition, two levels of FETP (basic, intermediate and/or advanced) or comparable applied epidemiology training programme(s) are in place in the country or in another country through an existing agreement"
JEE3.D3.3.5	JEE (3.0)	Detect	D.3 Human Resources	D3.3. Workforce training	5	"All competency-based training programmes are conducted using a nationally or internationally recognized competency standard, where applicable. The country routinely monitors and evaluates both the required competency and training programme delivery and outcomes and updates as needed"
JEE3.D3.4.1	JEE (3.0)	Detect	D.3 Human Resources	D3.4. Workforce surge during a public health event	1	A national multisectoral workforce surge strategic plan in emergencies is not available or is under development
JEE3.D3.4.2	JEE (3.0)	Detect	D.3 Human Resources	D3.4. Workforce surge during a public health event	2	"Country has conducted a gap analysis of required surge health workforce for emergencies, and a national multisectoral workforce surge strategic plan in emergencies is developed to staff, roster, ready and train the workforce to carry out the functions attributed at the national level, including the government and nongovernmental partners workforce as applicable"
JEE3.D3.4.3	JEE (3.0)	Detect	D.3 Human Resources	D3.4. Workforce surge during a public health event	3	"Country has conducted a gap analysis of required surge workforce required in all sectors for emergencies, and a national multisectoral workforce surge strategic plan in emergencies is implemented with procedures to staff, roster, ready and train the workforce to carry out the functions attributed at the national level, including the government and nongovernmental partners workforce as applicable"
JEE3.D3.4.4	JEE (3.0)	Detect	D.3 Human Resources	D3.4. Workforce surge during a public health event	4	"A national multisectoral workforce surge strategic plan in emergencies is implemented to carry out the functions at national and intermediate levels, with procedures to staff, roster, ready and train the workforce to and adequate capacity to send and receive multidisciplinary personnel within the country (shifting resources), including the government and nongovernmental partners workforce as applicable"
JEE3.D3.4.5	JEE (3.0)	Detect	D.3 Human Resources	D3.4. Workforce surge during a public health event	5	"A national multisectoral workforce surge strategic plan in emergencies is implemented to carry out the functions attributed at national, intermediate and primary public health response levels, with procedures to staff, roster, ready and train the workforce to an adequate capacity to send and receive multidisciplinary personnel within the country (shifting resources), including the government and nongovernmental partners workforce, as applicable, and exercised, reviewed, evaluated and updated annually; and may provide international collaboration for assisting emergency response"
JEE3.R1.1.1	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.1. Emergency risk assessment and readiness	1	A national all hazards risk profile based on a multihazard risk assessment is not in place or has not been updated in the past five years and there is no formal mechanism for the readiness assessment for potential public health emergencies
JEE3.R1.1.2	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.1. Emergency risk assessment and readiness	2	A national all hazards risk profile developed based on a multihazard risk assessment and capacity/readiness assessment for potential public health emergencies that have been conducted in the past five years is in place with priorities identified
JEE3.R1.1.3	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.1. Emergency risk assessment and readiness	3	A capacity/readiness assessment for potential public health emergencies has been conducted in the past two years and a national all hazards risk profile developed based on a multihazard risk assessment that has been conducted in the past two years is in place with priorities identified
JEE3.R1.1.4	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.1. Emergency risk assessment and readiness	4	"National and intermediate all hazards risk profiles developed based on a multihazard risk assessments that have been conducted in the past two years are in place with priorities identified AND The readiness and/or contingency plan(s) are adequately resourced and implemented in the past two years, including at intermediate levels"
JEE3.R1.1.5	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.1. Emergency risk assessment and readiness	5	"National and intermediate all hazards risk profiles based on multisectoral multihazard risk assessments and readiness plans are annually reviewed and updated to accommodate emerging threats, and are shared regularly among sectors"
JEE3.R1.2.1	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.2. Public health emergency operations centre (PHEOC)	1	A PHEOC has not been identified at the national level and no PHEOC handbook is in place
JEE3.R1.2.2	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.2. Public health emergency operations centre (PHEOC)	2	"A national PHEOC, occupying a designated permanent or ad hoc facility, has been established AND A national PHEOC handbook with basic content is in place AND Staff to conduct core incident management system (IMS) functions within the national PHEOC have been identified"
JEE3.R1.2.3	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.2. Public health emergency operations centre (PHEOC)	3	"A national PHEOC, occupying a designated permanent or ad hoc facility, has been established AND A national PHEOC handbook with full content is in place AND Staff identified to conduct core IMS functions within the national PHEOC have been trained against public health emergency management (PHEM) competencies"
JEE3.R1.2.4	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.2. Public health emergency operations centre (PHEOC)	4	"A national PHEOC, occupying a designated permanent facility, has been established and an associated PHEOC handbook with full content is in place AND An operating budget exists for the core staffing, daily operations and maintenance of the national PHEOC AND The national PHEOC is capable of activating a coordinated response within 120 minutes of receiving an early warning or other information of an emergency requiring PHEOC activation AND PHEOCs have been established at intermediate levels, their associated PHEOC handbooks with full content are in place, and their staff identified to conduct core IMS functions have been trained against PHEM competencies"
JEE3.R1.2.5	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.2. Public health emergency operations centre (PHEOC)	5	"The activation operation, and deactivation of PHEOCs at all levels has been tested and PHEOC handbooks (with their associated plans and SOPs) have been updated annually AND National and intermediate PHEOCs have trained surge staff identified to sustain PHEOC operations across multiple shifts for extended periods"
JEE3.R1.3.1	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.3. Management of health emergency response	1	"An IMS integrated with a national PHEOC or equivalent structure, is not available or under development"
JEE3.R1.3.2	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.3. Management of health emergency response	2	"An IMS integrated with a national PHEOC, or equivalent structure, is developed but not operational"
JEE3.R1.3.3	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.3. Management of health emergency response	3	"An IMS integrated with a national PHEOC, or equivalent structure, is in place and operational at the national level"
JEE3.R1.3.4	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.3. Management of health emergency response	4	"An IMS integrated with a national PHEOC, or equivalent structure, is in place and operational at the national level and able to support intermediate levels"
JEE3.R1.3.5	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.3. Management of health emergency response	5	"An IMS integrated with a national PHEOC, or equivalent structure, is in place and operational at the national level and is able to support Intermediate and primary public health levels and is exercised reviewed, evaluated and updated, with improvements based on SimExs and lessons learned from real-world events, e.g., IARs or AARs"
JEE3.R1.4.1	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.4. Activation and coordination of health personnel and teams in a public health emergency	1	No national personnel surge plan has been drafted or is under development
JEE3.R1.4.2	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.4. Activation and coordination of health personnel and teams in a public health emergency	2	"National plans that outline a system for pre-deployment, deployment and post-deployment of surge personnel and teams, including sending and receiving personnel during public health emergencies have been drafted, including the development of plans for emergency management teams (EMT) and rapid response teams (RRTs) for national response"
JEE3.R1.4.3	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.4. Activation and coordination of health personnel and teams in a public health emergency	3	"National and intermediate level plans have been drafted that outline a system for pre-deployment, deployment and post-deployment of surge personnel, including sending and receiving personnel and teams during public health emergencies have been drafted, including the development of plans for EMTs and RRTs"
JEE3.R1.4.4	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.4. Activation and coordination of health personnel and teams in a public health emergency	4	"Table top exercise(s) has been conducted to test decision-making and protocols for deployment of surge personnel and sending and receiving health personnel and teams from another country during a public health emergency, and training and equipment is available for EMTs and RRTs"
JEE3.R1.4.5	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.4. Activation and coordination of health personnel and teams in a public health emergency	5	"Table top exercise(s) has been conducted to test decision-making and protocols for deployment of surge personnel and sending and receiving health personnel and teams from another country during a public health emergency, and training and equipment is available for EMTs and RRTs. Country participates in a regional/international partnership or has formal agreement with another country or international organization that outlines criteria and procedures for sending and receiving surge personnel and has participated in an exercise or response within the past year to practice"
JEE3.R1.5.1	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.5. Emergency logistic and supply chain management	1	Emergency logistics and supply chain management system/mechanism is under development and/or not able to provide adequate support for health emergencies
JEE3.R1.5.2	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.5. Emergency logistic and supply chain management	2	Emergency logistics and supply chain management system/mechanism is developed but not able to provide adequate support for health emergencies
JEE3.R1.5.3	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.5. Emergency logistic and supply chain management	3	Emergency logistics and supply chain management system/mechanism is developed and is able to provide adequate support for health emergencies at the national level
JEE3.R1.5.4	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.5. Emergency logistic and supply chain management	4	Emergency logistics and supply chain management system/mechanism is developed and is able to provide adequate support for health emergencies at national and intermediate levels
JEE3.R1.5.5	JEE (3.0)	Respond	R.1 Health Emergency Management	R1.5. Emergency logistic and supply chain management	5	"Emergency logistics and supply chain management system/mechanism is implemented at national, intermediate and primary public health levels, and is exercised, reviewed, evaluated and updated on a regular basis"
JEE3.R1.6.1	JEE (3.0)	Respond	R.1 Health Emergency Management	"R1.6. Research, development and innovation"	1	Research and development activities (operational and implementation) including approvals of research are conducted on an ad hoc basis
JEE3.R1.6.2	JEE (3.0)	Respond	R.1 Health Emergency Management	"R1.6. Research, development and innovation"	2	"A health emergencies action plan or framework, which includes mechanisms for directing research and development, regulatory review for emergency preparedness and response, is under development. There is some existing national (public or private entities) funding for conducting research and development (R&D); and the country can facilitate and conduct regulatory reviews"
JEE3.R1.6.3	JEE (3.0)	Respond	R.1 Health Emergency Management	"R1.6. Research, development and innovation"	3	"A health emergencies action plan or framework, which includes mechanisms and procedures for R&D, regulatory review for emergency preparedness and response is implemented and includes identification of institutions (i.e., within and/or outside the country) to support research"
JEE3.R1.6.4	JEE (3.0)	Respond	R.1 Health Emergency Management	"R1.6. Research, development and innovation"	4	"A health emergencies action plan or framework has dedicated resources and networks for R&D AND The relevant institutions conduct research in priority areas, documents and disseminates findings of research, development and innovation and their application in emergency preparedness and response"
JEE3.R1.6.5	JEE (3.0)	Respond	R.1 Health Emergency Management	"R1.6. Research, development and innovation"	5	"There is ongoing systematic generation of evidence-based solutions from R&D for enhanced emergency preparedness and response, as evidenced by one or more completed or ongoing research projects AND Utilization of evidence from research, development and innovation in emergency preparedness and response is documented and disseminated"
JEE3.R2.1.1	JEE (3.0)	Respond	R.2 Linking Public Health and Security Authorities	"R2.1. Public health and security authorities, (e.g. law enforcement, border control, customs) are involved during a suspect or confirmed biological event"	1	"No legislation, relationships, protocols, MoUs or other agreements exist between public health, animal health, radiological safety, chemical safety and security authorities to address all hazards"
JEE3.R2.1.2	JEE (3.0)	Respond	R.2 Linking Public Health and Security Authorities	"R2.1. Public health and security authorities, (e.g. law enforcement, border control, customs) are involved during a suspect or confirmed biological event"	2	"Points of contact and triggers for notification and information sharing have been identified and shared between public health, animal health, radiation safety, chemical safety and security authorities to address all hazards"
JEE3.R2.1.3	JEE (3.0)	Respond	R.2 Linking Public Health and Security Authorities	"R2.1. Public health and security authorities, (e.g. law enforcement, border control, customs) are involved during a suspect or confirmed biological event"	3	"MoU or other agreement/protocol, that includes at least roles, responsibilities, SOPs and information to be shared, exists between public health and authorities within the country and has been formally accepted to address all hazards"
JEE3.R2.1.4	JEE (3.0)	Respond	R.2 Linking Public Health and Security Authorities	"R2.1. Public health and security authorities, (e.g. law enforcement, border control, customs) are involved during a suspect or confirmed biological event"	4	"At least one public health emergency response or exercise in the previous year that included information sharing with security authorities using the formal MoU or other agreement/protocol related to all hazards. Public health and security authorities engage in a joint training programme to orient, exercise and institutionalize knowledge of MoU or other agreements related to all hazards"
JEE3.R2.1.5	JEE (3.0)	Respond	R.2 Linking Public Health and Security Authorities	"R2.1. Public health and security authorities, (e.g. law enforcement, border control, customs) are involved during a suspect or confirmed biological event"	5	"Public health and security authorities exchange reports and information on events of joint concern at national, intermediate and primary public health levels on a regular basis using the formal MoU or other agreement/protocol"
JEE3.R.3.1.1	JEE (3.0)	Respond	R.3 Health Services Provision	R.3.1. Case management	1	National clinical case management guideline for priority health events are not available or under development
JEE3.R.3.1.2	JEE (3.0)	Respond	R.3 Health Services Provision	R.3.1. Case management	2	National clinical case management guidelines for priority health events are developed but not being implemented
JEE3.R.3.1.3	JEE (3.0)	Respond	R.3 Health Services Provision	R.3.1. Case management	3	National clinical case management guidelines for priority health events are developed and being implemented at the national level
