line_item_id	jee3_metric_score_id	spar2_metric_score_id	hepr_metric_score_id	requirement	action	unit_cost	unit	description	administrative_level	global_health_emergency_corps_level	cost_type	custom_multiplier_1	custom_multiplier_1_units	custom_multiplier_2	custom_multiplier_2_units	relevant_references	optional_cost	notes_assumptions
5a4b105d-18ea-4d1c-ae6f-bcab1a6db938	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	IT support and materials for national coordinating center for AMR	Computer server system	per server/year	Computer server system at national coordinating center for AMR	National	National public health and emergency workforce	Recurring	1	server			JEE 3.0	FALSE	
99ef10c4-8eb0-49ff-8a8a-d596cb9b0a50	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	Internet and telecommunications resources for staff at national coordinating center for AMR	Office broadband internet and cellular data plan	per year	Office broadband internet and cellular data plan	National	National public health and emergency workforce	Recurring	1	plan			JEE 3.0	FALSE	
44ef10c4-8eb0-49ff-8a8a-d596cb9b0a50	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	Internet and telecommunications resources for staff at national coordinating center for AMR	Landline telephone	per year	Landline telephone	National	National public health and emergency workforce	Recurring	10	plan			JEE 3.0	FALSE	"Assume ten landlines, shared across staff members"
8dad825f-8e86-4fc9-aac8-5ec14b508638	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	Human resources support for efforts to recruit and maintain national-level AMR workforce	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary for one full-time HR professional to support AMR efforts at the  national level	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0	FALSE	
9dad825f-8e86-4fc9-aac8-5ec14b508638	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	Dedicated vehicle for use on an as-needed basis by NCC on AMR	Vehicle	per vehicle	Dedicated vehicle for use on an as-needed basis by NCC on AMR	National	National public health and emergency workforce	One-time	1	vehicle			JEE 3.0	FALSE	
qdad825f-8e86-4fc9-aac8-5ec14b508638	JEE3.P4.2.4	NA	HEPR.CS1.2.3	Establish national coordinating center (NCC) on AMR	Small supply of emergency PPE for national cooordinating center for AMR	Personal protective equipment (PPE)	per person per day	Small supply of emergency PPE for national cooordinating center for AMR (100 person-days)	National	National public health and emergency workforce	Recurring	100	person days			JEE 3.0	FALSE	
0bc63704-ad67-4732-899f-eccafad65d07	JEE3.P4.2.4	NA	HEPR.CS1.3.1	Distribution of national reports on AMR	"Dissemination, data sharing, and communication regarding national reports on AMR"	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary for communications specialist to share and help to interpret and communicate results of national AMR reports	National	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0	FALSE	
3c65875f-e148-4db8-b77e-d040ffbdab7c	JEE3.P4.2.4	NA	HEPR.CS1.3.1	Distribution of national reports on AMR	"Dissemination, data sharing, and communication regarding national reports on AMR"	Small print job	per copy	"Cost to print national report on AMR, twice per year, at relevant health facilities participating in IHR-related activities"	Health facility	National public health and emergency workforce	Recurring	2	copies/year			JEE 3.0	FALSE	
29df3234-ceff-4fca-939e-28d1d5138d8a	JEE3.P4.3.2	NA	NA	Develop national strategy for multidrug resistant organism (MDRO) containment	"Draft, socialize, and revise national strategy for multidrug resistant organism (MDRO) containment"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a subject matter expert to draft, socialize, and revise national strategy for multidrug resistant organism (MDRO) containment"	National	Health emergency corps	One-time	0.5	years			JEE 3.0	FALSE	
c4c30f29-ab9f-42ef-ab90-6c7f6ae16f76	JEE3.P4.3.2	NA	NA	Develop national strategy for multidrug resistant organism (MDRO) containment	Three two-day meetings for expert stakeholders to provide feedback on the national strategy for multidrug resistant organism (MDRO) containment	Meeting - Medium	per day	"Three, two-day national-level meetings to socialize, and revise national strategy for multidrug resistant organism (MDRO) containment"	National	Health emergency corps	One-time	2	days	3	meetings	JEE 3.0	FALSE	
36fb428f-3a4f-496d-ae75-697596f84869	JEE3.P4.3.2	NA	NA	Develop national strategy for multidrug resistant organism (MDRO) containment	Hire international consultant to review and provide expert feedback on national strategy for multidrug resistant organism (MDRO) containment	Consultant fees (daily)	per day	"Hire independent consultant to assess and provide expert feedback on national strategy for multidrug resistant organism (MDRO) containment (remote engagement, no travel)"	National	Health emergency corps	One-time	7	days			JEE 3.0	FALSE	Assume consultant required for start-up expertise that may not yet be available at the national level
5a262d42-25fc-43ed-908e-2360ad695655	JEE3.P4.3.2	NA	NA	Review and update national strategy for multidrug resistant organism (MDRO) containment	"Review and update, annually, national strategy for multidrug resistant organism (MDRO) containment"	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a subject matter expert to review and update national strategy for multidrug resistant organism (MDRO) containment	National	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
45335876-609c-4301-abd6-6c752d882045	JEE3.P4.3.2	NA	NA	Identify priority MDRO pathogens (phenotype and genotypes)	Identify and document priority MDRO pathogens	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for a subject matter expert to propose and document priority MDRO pathogens at the national level	National	Health emergency corps	One-time	1	years			JEE 3.0	FALSE	
dfc0351f-2909-43e6-8883-f1fa59677588	JEE3.P4.3.2	NA	NA	Identify priority MDRO pathogens (phenotype and genotypes)	Identify and document priority MDRO pathogens	International travel	per trip	Travel for subject matter expert working to to propose and document priority MDRO pathogens at the national level to take two international trips to consult with other established experts	National	Health emergency corps	One-time	2	trips			JEE 3.0	TRUE	Excluded consultant costing here (see methods notes) and instead costed an optional professional consultation-related trip for an in-country salaried expert
1a2ef4ea-3244-4f7d-abd8-63c3c6d267db	JEE3.P4.3.2	NA	NA	Identify priority MDRO pathogens (phenotype and genotypes)	Update and review designated priority MDRO pathogens	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for a subject matter expert to review and update, if needed, priority MDRO pathogens at the national level"	National	Health emergency corps	Recurring	0.083	years			JEE 3.0	FALSE	
3bc2d541-9337-4e4b-b558-a81421d3bd1b	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Develop SOP for monitoring clinical microbiology isolates from tests ordered as part of routine care	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support to develop SOP for healthcare facilities to monitor clinical microbiology isolates resulting from tests ordered as part of routine clinical care; SOP should include standardized definition of MDRO	National	Health emergency corps	One-time	0.25	years			"JEE 3.0; US CDC. (2015, November 5). Management of Multidrug-Resistant Organisms in Healthcare Settings. MDRO Management Guidelines Library. https://www.cdc.gov/infectioncontrol/guidelines/mdro/prevention-control.html"	FALSE	"Assume laboratory capacity already exists (costed separately in P.4.2 laboratory), only costing the additive costs of personnel time and supplies in this item"
ddd14ca8-7a93-40ac-af51-08c8d6c33f8f	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Develop SOP for containment strategies to be used in healthcare facilities when a suspected MDRO outbreak is detected	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support to develop SOP for containment strategies to be used in healthcare facilities when a suspected MDRO outbreak is detected	National	Health emergency corps	One-time	0.25	years			JEE 3.0	FALSE	"Technical question #3: ""Which containment strategies are used at healthcare facilities when a suspected MDRO outbreak is detected?"""
03d68acb-8e4f-4756-a8f7-c3724cae09bb	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Approximately 10% of healthcare facilities participating in IHR-related activities are monitoring clinical microbiology isolates resulting from tests ordered as part of routine clinical care	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for coordinating healthcare worker to support the collection and documentation of specimens	Health facility	National public health and emergency workforce	Recurring	0.1	FTE	0.1	facilities/country	"JEE 3.0; US CDC. (2015, November 5). Management of Multidrug-Resistant Organisms in Healthcare Settings. MDRO Management Guidelines Library. https://www.cdc.gov/infectioncontrol/guidelines/mdro/prevention-control.html"	FALSE	"Assume laboratory capacity already exists (costed separately in P.4.2 laboratory), only costing the additive costs of personnel time and supplies in this item; Assume 10% of an FTE needed for specimen collection and management"
4c303a5f-2c6c-4f8a-9a6e-0ee003fb25e5	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Approximately 10% of healthcare facilities participating in IHR-related activities have access to multidrug resistant organism (MDRO) phenotype confirmation	Microscopy and bacterial culture capability start-up costs	per facility	"Start-up costs for lab infrastructure required for microscopy and bacterial culture, including incubators, colony counters, blood culture system, fluorescence microscope"	Health facility	National public health and emergency workforce	One-time	0.1	facilities/country			"JEE 3.0; US CDC. (2015, November 5). Management of Multidrug-Resistant Organisms in Healthcare Settings. MDRO Management Guidelines Library. https://www.cdc.gov/infectioncontrol/guidelines/mdro/prevention-control.html"	FALSE	
a984496d-87c2-42ba-9a3e-a1caf2b999ce	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Approximately 10% of healthcare facilities participating in IHR-related activities have access to multidrug resistant organism (MDRO) phenotype confirmation	Microscopy and bacterial culture capability annual upkeep costs	per facility	"Recurring costs for ongoing microscopy and bacterial culture capabilities, including growth and selective media plates, microscope slides, and stains"	Health facility	National public health and emergency workforce	Recurring	0.1	facilities/country			"JEE 3.0; US CDC. (2015, November 5). Management of Multidrug-Resistant Organisms in Healthcare Settings. MDRO Management Guidelines Library. https://www.cdc.gov/infectioncontrol/guidelines/mdro/prevention-control.html"	FALSE	
db1cb6fd-7c70-4483-9987-7702c1e07b1f	JEE3.P4.3.2	NA	HEPR.CS1.2.2	Some facilities are able to detect priority MDRO pathogens based on laboratory data	Approximately 10% of healthcare facilities participating in IHR-related activities have access to multidrug resistant organism (MDRO) phenotype confirmation	Annual salary 2 (mid) plus overhead (60.0%)	per facility	Laboratory tech to perform basic testing of clinical microbiology isolates	Health facility	National public health and emergency workforce	Recurring	0.1	facilities/country			"JEE 3.0; US CDC. (2015, November 5). Management of Multidrug-Resistant Organisms in Healthcare Settings. MDRO Management Guidelines Library. https://www.cdc.gov/infectioncontrol/guidelines/mdro/prevention-control.html"	FALSE	
35dec54a-df1a-4cbf-b5a0-0e4e27f3d446	JEE3.P4.3.3	NA	HEPR.CS1.2.2	Selected facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Approximately 20% of healthcare facilities participating in IHR-related activities have access to multidrug resistant organism (MDRO) phenotype confirmation	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for coordinating healthcare worker to support the collection and documentation of specimens	Health facility	National public health and emergency workforce	Recurring	0.1	FTE	0.1	facilities/country	JEE 3.0	FALSE	Note that the other 10% of facilities were costed to achieve a score of 2.
eba7e085-75fb-4630-8dd6-8989e21c8e91	JEE3.P4.3.3	NA	HEPR.CS1.2.2	Selected facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Basic laboratory capacity at the healthcare facility level	Microscopy and bacterial culture capability start-up costs	per facility	"Start-up costs for lab infrastructure required for microscopy and bacterial culture, including incubators, colony counters, blood culture system, fluorescence microscope"	Health facility	None	One-time	0.1	facilities/country			JEE 3.0	FALSE	Note that the other 10% of facilities were costed to achieve a score of 2.
a6597945-66d5-4f4e-9dde-46cb41d1c159	JEE3.P4.3.3	NA	HEPR.CS1.2.2	Selected facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Basic laboratory capacity at the healthcare facility level	Microscopy and bacterial culture capability annual upkeep costs	per facility	"Recurring costs for ongoing microscopy and bacterial culture capabilities, including growth and selective media plates, microscope slides, and stains"	Health facility	None	Recurring	0.1	facilities/country			JEE 3.0	FALSE	Note that the other 10% of facilities were costed to achieve a score of 2.
05419cad-6f37-4fbc-b8c0-ca2f85e09741	JEE3.P4.3.3	NA	HEPR.CS1.2.2	Selected facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Basic laboratory capacity at the healthcare facility level	Annual salary 2 (mid) plus overhead (60.0%)	per facility	Laboratory tech to perform basic testing of clinical microbiology isolates	Health facility	None	Recurring	0.1	facilities/country			JEE 3.0	FALSE	Note that the other 10% of facilities were costed to achieve a score of 2.
b727de90-f3ec-4e14-8f66-5a7f847bceb2	JEE3.P4.3.3	NA	HEPR.CS1.2.4	Selected facilities notify national coordinating center when priority MDRO pathogens are detected	Designated health facility level staff members to notify national coordinating body when priority MDRO pathogens are detected	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for staff members to notify national coordinating body when priority MDRO pathogens are detected	Health facility	None	Recurring	0.1	FTE	0.2	facilities/country	JEE 3.0	FALSE	"Assume 50% of facilities have reporting capacity, note that the other 20% of facilities were costed to achieve a score of 3."
ce3672b6-2c87-423b-ac94-8889d7d798d0	JEE3.P4.3.4	NA	HEPR.CS1.2.2	All facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Approximately 50% of healthcare facilities have in-house access to multidrug resistant organism (MDRO) phenotype confirmation	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for coordinating healthcare worker to support the collection and documentation of specimens	Health facility	None	Recurring	0.1	FTE	0.3	facilities/country	JEE 3.0	FALSE	"Assume 50% of facilities have reporting capacity, note that the other 20% of facilities were costed to achieve a score of 3; Assume the other 50% of facilities have access to send samples to external laboratory facilities with appropriate testing capacity"
03236b52-e590-43b6-989b-d9a463e583e7	JEE3.P4.3.4	NA	HEPR.CS1.2.2	All facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Approximately 50% of healthcare facilities have in-house access to multidrug resistant organism (MDRO) phenotype confirmation	Microscopy and bacterial culture capability start-up costs	per facility	"(optional) Start-up costs for lab infrastructure required for microscopy and bacterial culture, including incubators, colony counters, blood culture system, fluorescence microscope"	Health facility	None	One-time	0.3	facilities/country			JEE 3.0	TRUE	"Assume 50% of facilities have reporting capacity, note that the other 20% of facilities were costed to achieve a score of 3; Assume the other 50% of facilities have access to send samples to external laboratory facilities with appropriate testing capacity"
70928728-5d88-44ed-a473-b16bc179b71f	JEE3.P4.3.4	NA	HEPR.CS1.2.2	All facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Approximately 50% of healthcare facilities have in-house access to multidrug resistant organism (MDRO) phenotype confirmation	Microscopy and bacterial culture capability annual upkeep costs	per facility	"(optional) Recurring costs for ongoing microscopy and bacterial culture capabilities, including growth and selective media plates, microscope slides, and stains"	Health facility	None	Recurring	0.3	facilities/country			JEE 3.0	TRUE	"Assume 50% of facilities have reporting capacity, note that the other 20% of facilities were costed to achieve a score of 3; Assume the other 50% of facilities have access to send samples to external laboratory facilities with appropriate testing capacity"
f04e7751-5df2-49ed-8d20-03c5800171b9	JEE3.P4.3.4	NA	HEPR.CS1.2.2	All facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Approximately 50% of healthcare facilities have in-house access to multidrug resistant organism (MDRO) phenotype confirmation	Annual salary 2 (mid) plus overhead (60.0%)	per facility	(optional) Laboratory tech to perform basic testing of clinical microbiology isolates	Health facility	None	Recurring	0.3	facilities/country			JEE 3.0	TRUE	"Assume 50% of facilities have reporting capacity, note that the other 20% of facilities were costed to achieve a score of 3; Assume the other 50% of facilities have access to send samples to external laboratory facilities with appropriate testing capacity"
df7ddfae-7ef2-41c8-944c-a94ff5a7fd87	JEE3.P4.3.4	NA	HEPR.CS1.2.2	All facilities have access to multidrug resistant organism (MDRO) phenotype confirmation	Designated health facility level staff members to notify national coordinating body when priority MDRO pathogens are detected	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for staff members to notify national coordinating body when priority MDRO pathogens are detected	Health facility	National public health and emergency workforce	Recurring	0.1	FTE			JEE 3.0	FALSE	
6860dcc3-d406-45a4-b45a-aa3a9d689556	JEE3.P4.3.4	NA	HEPR.CS1.2.3	Reporting of MDRO pathogen detection is tracked and supported at the national level	Designated national-level staff members track facility-level reporting of priority MDRO pathogens	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for three national-level staff members track facility-level reporting of priority MDRO pathogens	National	Connected health emergency leadership	Recurring	3	FTE			JEE 3.0	FALSE	
b8c0a881-fb45-4659-a117-a6b96a01a22d	JEE3.P4.3.4	NA	HEPR.CS1.2.3	Reporting of MDRO pathogen detection is tracked and supported at the national level	Designated national-level staff members track facility-level reporting of priority MDRO pathogens	Specialized computer software license	per license/year	Data management software for three national-level staff members track facility-level reporting of priority MDRO pathogens	National	Connected health emergency leadership	Recurring	3	licenses/year			JEE 3.0	FALSE	
64c0cb9d-6556-43c5-8882-b91758760a7e	JEE3.P4.3.4	NA	HEPR.CS1.2.3	Reporting of MDRO pathogen detection is tracked and supported at the national level	Designated national-level staff members track facility-level reporting of priority MDRO pathogens	Computer server system	per server/year	Server for data management tracking facility-level reporting of priority MDRO pathogens	National	Connected health emergency leadership	Recurring					JEE 3.0	FALSE	
d085345c-7bbb-42fb-8ef2-c09df2027af4	JEE3.P4.4.2	NA	NA	Establish relevant national policy and regulation to promote appropriate antimicrobial use	"Draft, socialize, and refine national policies to appropriate antimicrobial use"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for subject matter expert to draft, socialize, and refine national policies to appropriate antimicrobial use"	National	Health emergency corps	One-time	0.5	year			JEE 3.0	FALSE	
e0b6a096-8de0-4d9e-8bac-d6a1606bde79	JEE3.P4.4.2	NA	NA	Establish relevant national policy and regulation to promote appropriate antimicrobial use	Public meeting to solicit feedback on national policies to appropriate antimicrobial use	Meeting - Medium	per day	Three annual 1-day public meetings to solicit feedback on national policies to appropriate antimicrobial use	National	Health emergency corps	Recurring	3	meetings			JEE 3.0	FALSE	
e640d7ee-4b33-4c67-8472-23022aa8b246	JEE3.P4.4.2	NA	NA	Establish relevant national policy and regulation to promote appropriate antimicrobial use	Review and revise national policies to appropriate antimicrobial use	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for subject matter expert to review and revise national policies to appropriate antimicrobial use	National	Health emergency corps	Recurring	0.083	FTE			JEE 3.0	FALSE	
1b911f32-3cd3-49dc-8fb4-d487194f710c	JEE3.P4.4.2	NA	HEPR.CC.3.2.2	Develop SOPs for antimicrobial stewardship in community and healthcare settings	"Draft, socialize, and refine SOPs for antimicrobial stewardship in community and healthcare settings"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support to draft, socialize, and refine SOPs for antimicrobial stewardship in community and healthcare settings"	National	Health emergency corps	One-time	0.5	years			JEE 3.0	FALSE	"Technical question #1: ""Is there national guidance on appropriate use of antibiotics in humans?"""
05893b68-76ff-422a-9029-d40b1e02a032	JEE3.P4.4.2	NA	HEPR.CC.3.2.2	Develop SOPs for antimicrobial stewardship in community and healthcare settings	Public meeting to solicit feedback on SOPs for antimicrobial stewardship in community and healthcare settings	Meeting - Medium	per day	Three annual 1-day public meetings to solicit feedback on SOPs for antimicrobial stewardship in community and healthcare settings	National	Health emergency corps	Recurring	3	meetings			JEE 3.0	FALSE	
b8c14da6-e537-4664-b1fb-ae3f4e9d4f6c	JEE3.P4.4.2	NA	NA	Establish national selection committee for recommended antibiotics	Establish national selection committee for recommended antibiotics	Meeting - Small	per day	Annual 3-day meeting of national selection committee for recommended antibiotics to review and revise list of recommended antibiotics	National	Health emergency corps	Recurring	3	days			JEE 3.0	FALSE	"Technical question #1: ""Is there a national selection mechanism or committee for recommended antibiotics?"""
e6d9c338-3a4e-46f4-83ee-f83ed0183626	JEE3.P4.4.2	NA	NA	Develop SOPs for antimicrobial stewardship in community and healthcare settings	Review and revise SOPs for antimicrobial stewardship in community and healthcare settings	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for subject matter expert to review and revise SOPs for antimicrobial stewardship in community and healthcare settings	National	Health emergency corps	Recurring	0.083	FTE			JEE 3.0	FALSE	
5e8f27ef-ee08-4b48-a121-baacd78b06b6	JEE3.P4.4.3	NA	NA	Guidelines for appropriate use of antimicrobials are available in healthcare facilities	Oversee distribution of SOPs for antimicrobial stewardship and related training events	Annual salary 1 (low) plus overhead (60.0%)	per year	Salary support for a program officer and/or health communications specialist to oversee distribution of SOPs for antimicrobial stewardship and related training events	National	Health emergency corps	Recurring	1	FTE			JEE 3.0	FALSE	
2a341fc7-2d6a-4384-b3fa-ae0e5e35bdaa	JEE3.P4.4.3	NA	NA	Guidelines for appropriate use of antimicrobials are available in healthcare facilities	Ensure SOPs for antimicrobial stewardship are available at all health facilities participating in IHR-related activities	Large print job	per copy	Printed copies of SOPs for antimicrobial stewardship available at all health facilities participating in IHR-related activities	Health facility	None	Recurring	1	copy/year			JEE 3.0	FALSE	
269569e6-cfc0-4e09-881b-e9fc5779475c	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Training on antimicrobial stewardship in approximately 10% of healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	One training officer per intermediate area to plan and conduct trainings at local health facilities on antimicrobial stewardship	Intermediate	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0	FALSE	
d19db2be-fead-4d1f-84a9-24ceff7ebaeb	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Training on antimicrobial stewardship in approximately 10% of healthcare facilities	Vehicle	per vehicle	One vehicle for the intermediate area training officer to conduct trainings at local health facilities on antimicrobial stewardship	Intermediate	National public health and emergency workforce	One-time	1	vehicle			JEE 3.0	FALSE	
0a1c3c23-8dfb-4627-83e0-e20ff4a085f9	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Training on antimicrobial stewardship in approximately 10% of healthcare facilities	Meeting - Small	per day	Annual 2-day training workshop at  approximately 10% of healthcare facilities on antimicrobial stewardship	Health facility	National public health and emergency workforce	Recurring	0.1	participating hospitals/country			JEE 3.0	FALSE	
85f163ba-6be8-4b3c-b470-4b394200a3f1	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in approximately 10% of healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for part-time (assume other time is spent on other activities) antimicrobial stewardship professional working at least part-time in approximately 10% of healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.1	participating hospitals/country	0.5	FTE	JEE 3.0	FALSE	
20cf2048-ccce-4aa8-af45-b994731280f4	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in approximately 10% of healthcare facilities	Specialized computer software license	per license/year	Data management software for antimicrobial stewardship professional working in approximately 10% of healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.1	participating hospitals/country			JEE 3.0	FALSE	"Footnote 30: ""Stewardship program practices may include: uninterrupted access to high-quality medicines to treat bacterial infections; measurements of antimicrobial use; availability of cultures and antibiograms for clinical decision-making; regular updates to local antibiograms and genetic analyses to inform treatment decisions; and audit with feedback to prescribers of antibiotics to encourage appropriate use. In healthcare, these are often referred to as antimicrobial stewardship programmes."""
40cf2048-ccce-4aa8-af45-b994731280f4	JEE3.P4.4.3	NA	NA	Antimicrobial stewardship programs are established in some healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in approximately 10% of healthcare facilities	Office broadband internet and cellular data plan	per year	Broadband internet access for antimicrobial stewardship professional working in approximately 10% of healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.1	participating hospitals/country			JEE 3.0	TRUE	Indicated as optional under the assumption that some facilities may already have internet access
9d5c2db8-53fa-484c-be0f-1dc8dd6dba0c	NA	NA	HEPR.ACM.4.3.1	Draft essential supplies and medicines list should be developed based on national treatment guidelines and prioritized threats	"Salary support for national experts (5 medical, 4 public health, 1 emergency manager) to draft essential supplies and medicines list should be developed based on national treatment guidelines and prioritized threats"	Annual salary 2 (mid) plus overhead (60.0%)	per year	"Salary support for national experts (5 medical, 4 public health, 1 emergency manager) to draft essential supplies and medicines list should be developed based on national treatment guidelines and prioritized threats"	National	Health emergency corps	One-time	10	FTE			HEPR	FALSE	
618956aa-dfd2-488f-839c-b1e4d9cbc6d4	JEE3.P4.4.3	NA	NA	"The Access, Watch and Reserve (AWaRe) classification of antibiotics is adopted in the national essential medicines list"	"Ensure Access, Watch and Reserve (AWaRe) classification of antibiotics is adopted in the national essential medicines list"	Annual salary 2 (mid) plus overhead (60.0%)	per year	Review and revise national essential medicines list to ensure AWaRE classification is reflected	National	Interoperable surge deployment	Recurring	0.083	FTE			"JEE 3.0; World Health Organization. (2021, September 30). 2021. AWaRe classification. https://www.who.int/publications-detail-redirect/2021-aware-classification"	FALSE	
c3b66e7e-736c-4fe4-b0e1-b26153b6362f	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Training on antimicrobial stewardship in all major healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	One (additional) training officer per intermediate area to plan and conduct trainings at local health facilities on antimicrobial stewardship	Intermediate	National public health and emergency workforce	Recurring	1	FTE			JEE 3.0	FALSE	
93b66e7e-736c-4fe4-b0e1-b26153b6362f	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Training on antimicrobial stewardship in all major healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Dedicated vehicle for one (additional) training officer per intermediate area to plan and conduct trainings at local health facilities on antimicrobial stewardship	Intermediate	National public health and emergency workforce	One-time	1	vehicle			JEE 3.0	FALSE	
2a8700be-2c1f-4a6a-b97d-b623105cb58d	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Training on antimicrobial stewardship in all major healthcare facilities	Meeting - Small	per day	Annual 2-day training workshop on antimicrobial stewardship	Health facility	National public health and emergency workforce	Recurring	0.9	participating hospitals/country			JEE 3.0	FALSE	Reminder: the other 10% was costed to achieve a score of '3'
2a8e6dd9-b488-47d4-a52b-e8bdf8e02164	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in all major healthcare facilities	Annual salary 2 (mid) plus overhead (60.0%)	per year	Salary support for part-time (assume other time is spent on other activities) antimicrobial stewardship professional working at least part-time all major healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.9	participating facilities/country	0.5	FTE	JEE 3.0	FALSE	Reminder: the other 10% was costed to achieve a score of '3'
cecdcf26-65f1-40f3-b448-6460614bd046	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in all major healthcare facilities	Specialized computer software license	per license/year	Data management software for antimicrobial stewardship professional working in approximately all major healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.9	participating facilities/country			JEE 3.0	FALSE	Reminder: the other 10% was costed to achieve a score of '3'
decdcf26-65f1-40f3-b448-6460614bd046	JEE3.P4.4.4	NA	NA	Antimicrobial stewardship programs are established in all major healthcare facilities	Designated antimicrobial stewardship professional working at least part-time in all major healthcare facilities	Office broadband internet and cellular data plan	per year	Broadband internet access for antimicrobial stewardship professional working in approximately 10% of healthcare facilities	Health facility	National public health and emergency workforce	Recurring	0.9	participating hospitals/country			JEE 3.0	TRUE	Indicated as optional under the assumption that some facilities may already have internet access
