IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,LVA,Latvia,Year,2017,FALSE,,,,,,,,,,,,,1414,,,,,,1414,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,POL,Poland,Year,2017,TRUE,,,,,,,,,,,,,15908,,,,,,15 908,,"Includes General Medical Practitioners. Data Source: OECD Health Data, accessed on 15 July 2021.",EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,BRA,Brazil,Year,2017,FALSE,,,,,,,,,,,,,153832,,,,,,153 832,,"Includes MÃ©dicos generalistas.  Data Source: Conselho Federal de Medicina, ComissÃ£o Nacional de ResidÃªncia MÃ©dica,Â AssociaÃ§Ã£o MÃ©dica Brasileira, Censo 2010 do Instituto Brasileiro de Geografia e EstatÃ­stica",EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,HND,Honduras,Year,2017,TRUE,,,,,,,,,,,,,1548,,,,,,1548,,"Includes Medicos General (General Medical Practitioners).  Data Source: Human resources administrative information system, SIARH; System of registration and control of servants, SIREP",EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2017,FALSE,,,,,,,,,,,,,1555,,,,,,1555,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2017,FALSE,,,,,,,,,,,,,167,,,,,,167,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2017,FALSE,,,,,,,,,,,,,17375,,,,,,17 375,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,FALSE,,,,,,,,,,,,,1754,,,,,,1754,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2017,FALSE,,,,,,,,,,,,,1757,,,,,,1757,,Source: SoWMY-Excel Public sector,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,ISL,Iceland,Year,2017,FALSE,,,,,,,,,,,,,209,,,,,,209,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,CHL,Chile,Year,2017,FALSE,,,,,,,,,,,,,22993,,,,,,22 993,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2017,FALSE,,,,,,,,,,,,,230,,,,,,230,,Public and private,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,FALSE,,,,,,,,,,,,,233,,,,,,233,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,FALSE,,,,,,,,,,,,,2501,,,,,,2501,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,PRT,Portugal,Year,2017,FALSE,,,,,,,,,,,,,27076,,,,,,27 076,,"Includes General Medical Practitioners. Data Source: OECD Health Data, accessed on 15 July 2021.",EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2017,FALSE,,,,,,,,,,,,,27730,,,,,,27 730,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2017,FALSE,,,,,,,,,,,,,2971,,,,,,2971,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2017,FALSE,,,,,,,,,,,,,32652,,,,,,32 652,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,FALSE,,,,,,,,,,,,,35378,,,,,,35 378,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2017,FALSE,,,,,,,,,,,,,39971,,,,,,39 971,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,FALSE,,,,,,,,,,,,,45387,,,,,,45 387,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2017,FALSE,,,,,,,,,,,,,45975,,,,,,45 975,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,DNK,Denmark,Year,2017,FALSE,,,,,,,,,,,,,4616,,,,,,4616,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,SUR,Suriname,Year,2017,TRUE,,,,,,,,,,,,,465,,,,,,465,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,GRC,Greece,Year,2017,FALSE,,,,,,,,,,,,,4651,,,,,,4651,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2017,FALSE,,,,,,,,,,,,,47999,,,,,,47 999,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,NOR,Norway,Year,2017,FALSE,,,,,,,,,,,,,4881,,,,,,4881,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2017,FALSE,,,,,,,,,,,,,500,,,,,,500,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2017,FALSE,,,,,,,,,,,,,5097,,,,,,5097,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2017,FALSE,,,,,,,,,,,,,51974,,,,,,51 974,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,FALSE,,,,,,,,,,,,,53691,,,,,,53 691,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2017,TRUE,,,,,,,,,,,,,534,,,,,,534,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,PSE,Occupied Palestinian territory,Year,2017,FALSE,,,,,,,,,,,,,5476,,,,,,5476,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,GAB,Gabon,Year,2017,FALSE,,,,,,,,,,,,,570,,,,,,570,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2017,FALSE,,,,,,,,,,,,,6155,,,,,,6155,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,FALSE,,,,,,,,,,,,,6409,,,,,,6409,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,FALSE,,,,,,,,,,,,,6454,,,,,,6454,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2017,TRUE,,,,,,,,,,,,,6491,,,,,,6491,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,HUN,Hungary,Year,2017,FALSE,,,,,,,,,,,,,6855,,,,,,6855,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,FALSE,,,,,,,,,,,,,79445,,,,,,79 445,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,FALSE,,,,,,,,,,,,,80524,,,,,,80 524,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2017,FALSE,,,,,,,,,,,,,8609,,,,,,8609,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,IRL,Ireland,Year,2017,FALSE,,,,,,,,,,,,,8763,,,,,,8763,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2017,FALSE,,,,,,,,,,,,,888,,,,,,888,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,AFR,Africa,Country,BDI,Burundi,Year,2017,FALSE,,,,,,,,,,,,,889,,,,,,889,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2017,FALSE,,,,,,,,,,,,,900,,,,,,900,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2017,TRUE,,,,,,,,,,,,,9094,,,,,,9094,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2017,TRUE,,,,,,,,,,,,,9366,,,,,,9366,,,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,FRA,France,Year,2017,FALSE,,,,,,,,,,,,,94384,,,,,,94 384,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0003,Generalist medical practitioners (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2017,FALSE,,,,,,,,,,,,,9628,,,,,,9628,,Includes General Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,DNK,Denmark,Year,2017,FALSE,,,,,,,,,,,,,10355,,,,,,10 355,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,NOR,Norway,Year,2017,FALSE,,,,,,,,,,,,,10481,,,,,,10 481,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2017,FALSE,,,,,,,,,,,,,101998,,,,,,101 998,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,FRA,France,Year,2017,FALSE,,,,,,,,,,,,,115654,,,,,,115 654,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,FALSE,,,,,,,,,,,,,118356,,,,,,118 356,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2017,TRUE,,,,,,,,,,,,,1246,,,,,,1246,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,HND,Honduras,Year,2017,TRUE,,,,,,,,,,,,,1365,,,,,,1365,,"Includes Medicos especialistas (Specialist Medical Practitioners).  Data Source: Human resources administrative information system, SIARH; System of registration and control of servants, SIREP",EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2017,TRUE,,,,,,,,,,,,,16909,,,,,,16 909,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2017,FALSE,,,,,,,,,,,,,18417,,,,,,18 417,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,FALSE,,,,,,,,,,,,,187821,,,,,,187 821,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,MEX,Mexico,Year,2017,FALSE,,,,,,,,,,,,,189741,,,,,,189 741,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,BDI,Burundi,Year,2017,FALSE,,,,,,,,,,,,,195,,,,,,195,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2017,FALSE,,,,,,,,,,,,,20070,,,,,,20 070,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,BEL,Belgium,Year,2017,FALSE,,,,,,,,,,,,,21630,,,,,,21 630,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2017,FALSE,,,,,,,,,,,,,21658,,,,,,21 658,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,SUR,Suriname,Year,2017,TRUE,,,,,,,,,,,,,211,,,,,,211,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,CHL,Chile,Year,2017,FALSE,,,,,,,,,,,,,22095,,,,,,22 095,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,FALSE,,,,,,,,,,,,,22687,,,,,,22 687,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2017,FALSE,,,,,,,,,,,,,2226,,,,,,2226,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,FALSE,,,,,,,,,,,,,23581,,,,,,23 581,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,AUT,Austria,Year,2017,FALSE,,,,,,,,,,,,,24218,,,,,,24 218,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,HUN,Hungary,Year,2017,FALSE,,,,,,,,,,,,,25615,,,,,,25 615,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,PRT,Portugal,Year,2017,FALSE,,,,,,,,,,,,,25642,,,,,,25 642,,"Includes Specialist Medical Practitioners. Data Source: OECD Health Data, accessed on 15 July 2021.",EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,FALSE,,,,,,,,,,,,,270671,,,,,,270 671,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,PSE,Occupied Palestinian territory,Year,2017,FALSE,,,,,,,,,,,,,2863,,,,,,2863,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,BRA,Brazil,Year,2017,FALSE,,,,,,,,,,,,,296177,,,,,,296 177,,"Includes MÃ©dicos especialistas, MÃ©dicos residentes.  Data Source: Conselho Federal de Medicina, ComissÃ£o Nacional de ResidÃªncia MÃ©dica,Â AssociaÃ§Ã£o MÃ©dica Brasileira, Censo 2010 do Instituto Brasileiro de Geografia e EstatÃ­stica",EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,FALSE,,,,,,,,,,,,,3024,,,,,,3024,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2017,FALSE,,,,,,,,,,,,,33,,,,,,33,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2017,FALSE,,,,,,,,,,,,,34000,,,,,,34 000,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,EST,Estonia,Year,2017,FALSE,,,,,,,,,,,,,3510,,,,,,3510,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2017,FALSE,,,,,,,,,,,,,353,,,,,,353,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2017,FALSE,,,,,,,,,,,,,368,,,,,,368,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2017,FALSE,,,,,,,,,,,,,39127,,,,,,39 127,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2017,FALSE,,,,,,,,,,,,,4035,,,,,,4035,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2017,TRUE,,,,,,,,,,,,,4391,,,,,,4391,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2017,FALSE,,,,,,,,,,,,,44304,,,,,,44 304,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,FALSE,,,,,,,,,,,,,446,,,,,,446,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,FALSE,,,,,,,,,,,,,4758,,,,,,4758,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,LVA,Latvia,Year,2017,FALSE,,,,,,,,,,,,,4811,,,,,,4811,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,GRC,Greece,Year,2017,FALSE,,,,,,,,,,,,,53258,,,,,,53 258,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2017,FALSE,,,,,,,,,,,,,534,,,,,,534,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,FALSE,,,,,,,,,,,,,54316,,,,,,54 316,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2017,FALSE,,,,,,,,,,,,,6079,,,,,,6079,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2017,FALSE,,,,,,,,,,,,,625,,,,,,625,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,FALSE,,,,,,,,,,,,,67,,,,,,67,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,IRL,Ireland,Year,2017,FALSE,,,,,,,,,,,,,6861,,,,,,6861,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2017,FALSE,,,,,,,,,,,,,738,,,,,,738,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,POL,Poland,Year,2017,TRUE,,,,,,,,,,,,,74376,,,,,,74 376,,"Includes Specialist Medical Practitioners. Data Source: OECD Health Data, accessed on 15 July 2021.",EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,ISL,Iceland,Year,2017,FALSE,,,,,,,,,,,,,796,,,,,,796,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2017,TRUE,,,,,,,,,,,,,80553,,,,,,80 553,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,GAB,Gabon,Year,2017,FALSE,,,,,,,,,,,,,838,,,,,,838,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2017,TRUE,,,,,,,,,,,,,8401,,,,,,8401,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2017,FALSE,,,,,,,,,,,,,85,,,,,,85,,,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,AFR,Africa,Country,GHA,Ghana,Year,2017,FALSE,,,,,,,,,,,,,861,,,,,,861,,Source: SoWMY-Excel Public sector,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2017,FALSE,,,,,,,,,,,,,87978,,,,,,87 978,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,FALSE,,,,,,,,,,,,,8797,,,,,,8797,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0004,Specialist medical practitioners (number),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2017,FALSE,,,,,,,,,,,,,9916,,,,,,9916,,Includes Specialist Medical Practitioners. Data from OECD portal accessed on 15 July 2021,EN,2022-01-10T08:00:00.000Z
HWF_0005,Medical doctors not further defined (number),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2017,TRUE,,,,,,,,,,,,,10683,,,,,,10 683,,National Reporting Instrument (NRI) 2018.  2015 PHC Mapping Survey,EN,2022-01-12T08:00:00.000Z
HWF_0005,Medical doctors not further defined (number),numeric,AFR,Africa,Country,SEN,Senegal,Year,2017,FALSE,,,,,,,,,,,,,1066,,,,,,1066,,Source: IHRIS et Annuaire national RHS,EN,2022-01-12T08:00:00.000Z
HWF_0005,Medical doctors not further defined (number),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,TRUE,,,,,,,,,,,,,11528,,,,,,11 528,,"Includes phycisians, PAHO 2019, Health Trends in the Americas, Core Indicators.",EN,2022-01-12T08:00:00.000Z
HWF_0005,Medical doctors not further defined (number),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2017,TRUE,,,,,,,,,,,,,116,,,,,,116,,National Reporting Instrument (NRI)- 2018 Code reporting.  Dep. of Health and Wellness,EN,2022-01-12T08:00:00.000Z
